,ID_VANO,RECONSTRUCCION,FLAG,NUM_CONDUCTORES,NUM_CONDUCTORES_FIABLE,CONFIG_CONDUCTORES,COMPLETITUD,PORCENTAJE_HUECOS,ERROR_POLILINEA,ERROR_CATENARIA
78,G_13645645_13645918,Posible,no_vertices,3,True,0,full1,50.0,0.0,0.17500622668924165
79,G_13645698_13645741,Imposible,bad_cluster,3,False,0,full0,0.0,0.0,0.0
80,G_13645642_13645643,Posible,good_fit,3,True,0,full0,47.73947298313874,0.21647297432323698,0.13936388071504513
81,G_13597802_13645695,Posible,good_fit,3,True,0,full0,49.172431215758344,1.7001414088131899,0.5878633064674961
82,G_13645789_13645916,Posible,good_fit,3,True,0,full0,48.54791094501144,1.1447002454360777,0.7448294311975491
83,G_13645645_13645961,Posible,good_fit,3,True,0,full0,48.39829281736281,2.8685257992197557,0.23715492545958963
84,G_13645844_13645845,Posible,good_fit,3,True,0,full0,48.70957100154528,0.6320810963069491,0.3257430431310592
85,G_13645799_13645970,Posible,good_fit,3,True,0,full0,49.1176859046906,1.680431707414911,0.9960618346401615
86,G_13149467_13645937,Posible,good_fit,3,True,0,full0,47.14283801498831,2.1284234205505657,1.4715294955942808
87,G_13088936_13645811,Posible,good_fit,3,True,0,full0,48.63893013431157,1.1567268873635408,0.7198864512216698
88,G_13645666_13645855,Posible,good_fit,3,True,0,full0,47.4833510177055,2.1054915414339415,1.2967882018997576
89,G_13645719_13645765,Posible,good_fit,3,True,0,full0,47.50580556001305,1.023776588383156,0.7684856296521014
90,G_13645845_13645928,Posible,good_fit,3,True,0,partially incomplete3,48.576526001863975,2.10903580916978,1.2843650866520206
91,G_13645821_13645984,Posible,good_fit,3,True,0,full0,49.17635440533837,2.7631136319326273,1.0152586528013137
92,G_13645678_13645861,Posible,good_fit,3,True,0,full0,49.09039203306961,2.1554136597304017,0.4306876715082957
93,G_13645861_13645983,Posible,good_fit,3,True,0,full0,49.102939369465595,2.05993986696411,0.23652692379224724
94,G_13645946_13645983,Posible,good_fit,3,True,0,full0,48.43551498936032,2.3127401456629286,0.29091082090584774
95,G_13645679_13645985,Posible,no_vertices,3,True,1,full0,50.0,0.0,0.8591536127010592
96,G_13645824_13645991,Posible,good_fit,3,True,0,full0,48.28277504438163,2.3694832185987793,1.1416493078731724
97,G_13645948_13645993,Posible,good_fit,3,True,0,full0,48.81830527652503,2.794085527361279,1.3116900312325148
98,G_13645869_13645870,Posible,good_fit,3,True,0,full0,48.56890764553028,1.84281117541369,0.9622212229698262
99,G_13645829_13645911,Posible,good_fit,3,True,0,full0,48.63320556615722,0.7550949606748385,0.4527341232538466
